,numepolice,annee_reference,n_sinistre,montantsinistre
54972,209341,2008,20155972,124.485089210306
54975,292947,2013,20155973,5766.82345201807
54975.1,292947,2013,20155974,98202.2497836413
54982,927290,2017,20155975,267.826851942465
54985,254393,2012,20155976,144.515877507804
54987,940792,2011,20155977,2490.06948516722
55000,428926,2008,20155978,1502.62531790198
55001,930121,2009,20155979,70271.2500892336
55001.1,930121,2009,20155980,2411.9273138477
55001.2,930121,2009,20155981,3483.68030962232
55003,656395,2010,20155982,1865.77817704647
55003.1,656395,2010,20155983,1779.36443234442
55004,905080,2015,20155984,1359.22992939491
55004.1,905080,2015,20155985,1323.48737785206
55009,67255,2009,20155986,7648.04928828751
55009.1,67255,2009,20155987,59517.1159441539
55009.2,67255,2009,20155988,35967.0142507713
55010,592788,2016,20155989,4074.1481990484
55010.1,592788,2016,20155990,13739.716198094
55010.2,592788,2016,20155991,71933.0446060634
55010.3,592788,2016,20155992,25893.1440088096
55012,380856,2012,20155993,1104.67102522971
55012.1,380856,2012,20155994,5455.47315515011
55013,559899,2010,20155995,6705.81657635392
55014,773178,2014,20155996,823.499823888202
55017,158511,2009,20155997,3563.41768728837
55025,512395,2017,20155998,423.175006621213
55026,615357,2017,20155999,2148.12369560901
55026.1,615357,2017,20156000,8767.63475252074
55029,13376,2013,20156001,130.954014111111
55037,695142,2016,20156002,98710.5770162159
55037.1,695142,2016,20156003,45642.2410872161
55037.2,695142,2016,20156004,71818.1032807086
55037.3,695142,2016,20156005,3065.49119278908
55038,531370,2008,20156006,2587.45997729922
55043,749221,2009,20156007,1279.21660893907
55049,740750,2012,20156008,72.5024395638079
55053,846610,2016,20156009,499.864709344614
55057,171544,2009,20156010,2386.171292494
55057.1,171544,2009,20156011,1658.60593850003
55058,933588,2009,20156012,1057.21490144746
55059,424821,2017,20156013,633.488441461093
55060,761604,2013,20156014,490.012391222869
55064,920998,2014,20156015,124.563388121871
55066,596744,2011,20156016,3928.34287923642
55066.1,596744,2011,20156017,3819.24945971826
55071,630007,2008,20156018,1025.13319684134
55073,300306,2014,20156019,3633.5582458296
55075,323832,2017,20156020,40610.6908533513
55075.1,323832,2017,20156021,3510.17242789828
55075.2,323832,2017,20156022,3520.74739697626
55080,757158,2017,20156023,1197.13430083088
55082,113054,2009,20156024,8277.11895098419
55084,941449,2012,20156025,17927.296585758
55084.1,941449,2012,20156026,3868.89449474296
55085,815763,2017,20156027,7.66291879639632
55088,579825,2008,20156028,244.726214736036
55088.1,579825,2008,20156029,4784.25078785095
55089,322303,2015,20156030,1226.46853425889
55097,541113,2013,20156031,465.418102635299
55098,945367,2017,20156032,1000.73845980709
55101,13841,2014,20156033,501.399690895573
55102,24436,2017,20156034,3560.94561713276
55102.1,24436,2017,20156035,20170.4350585616
55106,450145,2009,20156036,5366.65508895614
55106.1,450145,2009,20156037,655.768771393108
55106.2,450145,2009,20156038,3295.82780945477
55107,967890,2008,20156039,18865.3430198193
55107.1,967890,2008,20156040,2679.15023860274
55109,691821,2013,20156041,11583.7753745495
55109.1,691821,2013,20156042,279.038443441019
55110,964890,2015,20156043,2482.1129207001
55110.1,964890,2015,20156044,759.688100064842
55110.2,964890,2015,20156045,11709.7491623949
55116,327793,2015,20156046,5398.33935842588
55121,52753,2009,20156047,5911.45708103753
55121.1,52753,2009,20156048,9834.3875329856
55121.2,52753,2009,20156049,21552.7771749174
55122,824635,2012,20156050,1840.24371749978
55122.1,824635,2012,20156051,224.750257513547
55123,351947,2009,20156052,4269.8100932965
55123.1,351947,2009,20156053,24014.1125243113
55126,158419,2009,20156054,581.213962881608
55126.1,158419,2009,20156055,1340.31551949513
55126.2,158419,2009,20156056,2950.25867976508
55127,667401,2014,20156057,3569.94931788575
55129,38279,2016,20156058,1834.84335393443
55130,155848,2017,20156059,245.74448558685
55131,6094,2015,20156060,71.3798594702108
55134,993287,2017,20156061,18359.0644999081
55134.1,993287,2017,20156062,5116.75701978598
55135,221551,2015,20156063,4959.07952957552
55135.1,221551,2015,20156064,27741.4242366133
55140,73401,2009,20156065,1943.99401384778
55149,718847,2017,20156066,5249.50796896716
55150,768532,2009,20156067,1276.15923134619
55150.1,768532,2009,20156068,1512.40269617583
55153,389707,2017,20156069,717.45461250868
55155,722487,2010,20156070,138.133846247752
55156,30931,2012,20156071,399.071486612849
55157,382690,2014,20156072,316.549073415733
55160,549156,2017,20156073,164.709337339357
55163,74679,2010,20156074,582.816446814951
55164,262370,2013,20156075,767.924897437741
55164.1,262370,2013,20156076,432.562497061524
55165,769361,2011,20156077,16167.5105324577
55165.1,769361,2011,20156078,8849.76600984389
55168,720274,2015,20156079,1307.13434010429
55169,871549,2012,20156080,62138.8975999396
55169.1,871549,2012,20156081,35103.1576805098
55169.2,871549,2012,20156082,4488.59891737941
55170,209466,2012,20156083,935.592546236252
55171,63353,2008,20156084,288.554825198853
55175,584037,2015,20156085,755.858101426286
55178,162406,2012,20156086,609.855054856813
55179,544938,2013,20156087,963.511106589369
55187,893142,2011,20156088,3748.8771820456
55187.1,893142,2011,20156089,3314.0848979399
55191,350789,2011,20156090,5195.35876800829
55191.1,350789,2011,20156091,7244.20881939341
55193,486703,2015,20156092,719.100724296534
55199,929344,2012,20156093,3085.37952597538
55199.1,929344,2012,20156094,8927.84273854649
55199.2,929344,2012,20156095,30858.9920409343
55199.3,929344,2012,20156096,12615.34481536
55201,482985,2011,20156097,1445.58018564428
55203,713609,2009,20156098,842.209393128303
55203.1,713609,2009,20156099,606.708185761413
55206,586735,2013,20156100,34372.8118815984
55206.1,586735,2013,20156101,27293.8552073515
55206.2,586735,2013,20156102,17290.5977407522
55206.3,586735,2013,20156103,8821.80253056374
55209,352040,2013,20156104,92341.1704016801
55209.1,352040,2013,20156105,2477.70652891999
55209.2,352040,2013,20156106,284.460565637805
55210,436268,2010,20156107,181.167615183913
55213,8544,2017,20156108,879.900731554612
55213.1,8544,2017,20156109,456.677430825951
55215,635878,2016,20156110,1354.9796276477
55216,624596,2014,20156111,209.52627411507
55217,820631,2014,20156112,5629.08917716058
55217.1,820631,2014,20156113,2072.58799605221
55222,50971,2015,20156114,1933.61952563149
55222.1,50971,2015,20156115,583.10845205343
55222.2,50971,2015,20156116,28029.2846160818
55224,43751,2014,20156117,3525.84532636381
55227,1887,2013,20156118,100.007883218782
55227.1,1887,2013,20156119,5061.8907301555
55229,891017,2017,20156120,2363.85842742682
55230,787096,2016,20156121,146.631271764723
55231,989043,2017,20156122,2402.54292013125
55231.1,989043,2017,20156123,15050.2461342047
55235,476297,2012,20156124,5732.08194932012
55238,76636,2008,20156125,4551.78096590444
55242,551169,2014,20156126,3582.10988997216
55242.1,551169,2014,20156127,2465.20671196913
55242.2,551169,2014,20156128,2397.11185232075
55246,92158,2015,20156129,190.748404061105
55246.1,92158,2015,20156130,3671.8572268432
55247,620453,2014,20156131,1343.70137352309
55250,301808,2012,20156132,715.365141725728
55254,270996,2017,20156133,2341.02457482916
55255,383845,2013,20156134,996.593966832155
55255.1,383845,2013,20156135,3022.38575572942
55256,538934,2008,20156136,8934.41175670736
55256.1,538934,2008,20156137,18828.596073794
55259,870860,2016,20156138,1817.47079469699
55259.1,870860,2016,20156139,3462.50920128956
55260,365114,2008,20156140,1173.48989858763
55261,427264,2017,20156141,337.818193239952
55262,365917,2015,20156142,2662.48751665026
55263,51406,2009,20156143,533.056435050738
55263.1,51406,2009,20156144,1749.4239755072
55264,682582,2010,20156145,48.3703717636238
55266,596829,2015,20156146,4815.09334949808
55266.1,596829,2015,20156147,9347.06909881827
55267,61278,2015,20156148,593.209448728042
55270,78690,2014,20156149,1282.32728546183
55272,98696,2008,20156150,1861.81771602969
55273,94189,2013,20156151,1376.20713431358
55273.1,94189,2013,20156152,2897.32946542846
55275,887889,2013,20156153,363.186104069546
55277,387512,2013,20156154,153.742691194531
55278,282081,2014,20156155,6005.0561546603
55278.1,282081,2014,20156156,4022.34147266651
55280,958381,2012,20156157,2678.31268509321
55280.1,958381,2012,20156158,2977.97741864431
55283,82612,2012,20156159,37.9845185284939
55286,218861,2016,20156160,254.740088519498
55290,332301,2017,20156161,2284.13429117011
55294,339909,2015,20156162,27670.3588484167
55294.1,339909,2015,20156163,43517.7496745354
55294.2,339909,2015,20156164,5806.29860740331
55295,295688,2008,20156165,3204.05201340535
55297,150758,2012,20156166,3007.32791557526
55298,268525,2013,20156167,1929.1576740848
55299,81485,2014,20156168,597.862053609754
55301,636704,2017,20156169,954.666614506794
55302,474909,2013,20156170,414.291461054105
55305,642093,2009,20156171,5708.61499049834
55305.1,642093,2009,20156172,2451.81445920567
55307,832098,2009,20156173,504.328434093856
55311,21965,2013,20156174,1233.99051005134
55311.1,21965,2013,20156175,636.193923882018
55312,551719,2008,20156176,2511.98938952065
55315,914370,2017,20156177,54436.007918353
55315.1,914370,2017,20156178,54435.1038712391
55315.2,914370,2017,20156179,3729.19961604566
55321,2590,2010,20156180,707.276796798539
55322,702099,2016,20156181,14222.1838004158
55322.1,702099,2016,20156182,20757.5685949015
55324,540188,2008,20156183,9432.96658564431
55324.1,540188,2008,20156184,27475.1910428728
55325,315011,2017,20156185,3489.75692856396
55327,140077,2010,20156186,54.2970506911542
55328,473896,2013,20156187,2420.59376513558
55333,665330,2009,20156188,138.618969341253
55336,716344,2017,20156189,70.0461474107999
55338,38496,2008,20156190,710.957702260231
55340,925478,2011,20156191,1582.01878092361
55341,24058,2016,20156192,185.806860562603
55346,275705,2017,20156193,211.437846941962
55347,548788,2014,20156194,494.264704254977
55350,934270,2015,20156195,505.046126992016
55351,508756,2008,20156196,189.667212665415
55355,59778,2014,20156197,762.654171927382
55355.1,59778,2014,20156198,239.117795499058
55356,598651,2011,20156199,854.172702112842
55356.1,598651,2011,20156200,425.911403096618
55357,940825,2017,20156201,98.4454733426213
55358,780823,2017,20156202,35041.0862084503
55358.1,780823,2017,20156203,1377.44220759003
55358.2,780823,2017,20156204,28049.8236925092
55360,740993,2008,20156205,2475.17470338615
55361,518225,2011,20156206,3865.49948151638
55366,969708,2015,20156207,52109.0766830837
55366.1,969708,2015,20156208,63508.8198047452
55366.2,969708,2015,20156209,61154.9549913499
55366.3,969708,2015,20156210,9851.18457000437
55369,881830,2009,20156211,437.595601987487
55373,574488,2012,20156212,10122.0377332314
55373.1,574488,2012,20156213,3070.16844676077
55376,370548,2009,20156214,12616.1839773067
55378,396617,2016,20156215,7416.099917861
55380,112586,2010,20156216,2.02841816717006
55381,625450,2013,20156217,673.420210819671
55383,484224,2015,20156218,8302.20958160351
55383.1,484224,2015,20156219,1171.97850335323
55383.2,484224,2015,20156220,1624.15713581694
55385,469081,2017,20156221,1018.55356778008
55386,443698,2017,20156222,5723.65684168525
55386.1,443698,2017,20156223,22081.0877061416
55390,925922,2014,20156224,30435.1122429703
55390.1,925922,2014,20156225,561.73403480733
55395,307802,2017,20156226,64427.4487681281
55395.1,307802,2017,20156227,5049.07283508521
55395.2,307802,2017,20156228,41687.3293342387
55402,966609,2015,20156229,1493.15934976538
55404,297232,2015,20156230,221.854268530354
55404.1,297232,2015,20156231,2356.05709216781
55405,633648,2014,20156232,952.351756338831
55406,280382,2016,20156233,2461.41097677839
55410,678602,2017,20156234,787.1330336572
55414,273563,2008,20156235,28888.1099193284
55414.1,273563,2008,20156236,18365.3675868589
55414.2,273563,2008,20156237,5268.50229162544
55419,695457,2010,20156238,6373.11997583824
55423,714811,2008,20156239,75021.361064571
55423.1,714811,2008,20156240,18371.7553585905
55423.2,714811,2008,20156241,10349.4048544798
55424,225050,2016,20156242,1177.22937124252
55434,541043,2014,20156243,416.325813435497
55435,62726,2014,20156244,7548.9579696609
55437,798989,2017,20156245,696.771962093012
55442,356166,2012,20156246,162.46204432028
55443,525907,2009,20156247,5377.54380396004
55444,332758,2013,20156248,4302.70013648576
55449,46451,2016,20156249,3422.9996463713
55451,212028,2008,20156250,5303.01212519795
55451.1,212028,2008,20156251,3712.33923149664
55454,558603,2010,20156252,4990.57165062498
55454.1,558603,2010,20156253,14357.8738405909
55455,908393,2010,20156254,3737.37034365043
55457,668270,2017,20156255,3935.46650893373
55457.1,668270,2017,20156256,15935.7920062197
55459,818940,2013,20156257,418.790006412405
55462,178526,2015,20156258,495.005967471398
55465,450537,2012,20156259,1010.02348029744
55465.1,450537,2012,20156260,789.904339626254
55466,425572,2016,20156261,35308.4232095309
55466.1,425572,2016,20156262,7009.60039363319
55470,719726,2014,20156263,63.658676368373
55473,554970,2016,20156264,724.855859545656
55474,59155,2009,20156265,5095.79814500546
55474.1,59155,2009,20156266,4406.30943070225
55482,883462,2008,20156267,749.072563279609
55491,157985,2017,20156268,740.072501739719
55493,596840,2016,20156269,3577.10658022833
55494,966801,2009,20156270,652.946818913057
55495,433925,2014,20156271,8105.83282448321
55495.1,433925,2014,20156272,9972.36969446334
55497,226400,2009,20156273,1271.03165657632
55498,778733,2013,20156274,1898.97337458312
55498.1,778733,2013,20156275,3076.8148605125
55500,682113,2011,20156276,399.755804631364
55501,805293,2009,20156277,1482.29276523204
55505,433765,2013,20156278,2241.23025537385
55512,83671,2011,20156279,26169.9079825485
55512.1,83671,2011,20156280,656.222963188361
55518,442236,2016,20156281,97.3659416545101
55519,305608,2011,20156282,1826.56367837193
55520,830970,2008,20156283,458.319440858286
55524,581834,2014,20156284,149.595995088543
55525,589344,2017,20156285,5073.71647346416
55525.1,589344,2017,20156286,1355.38358663709
55526,507168,2017,20156287,525.009535893396
55530,51720,2014,20156288,22549.1395027265
55530.1,51720,2014,20156289,47376.5492697842
55531,50118,2013,20156290,4398.58859192
55532,676584,2012,20156291,553.777904715162
55537,383238,2008,20156292,11616.0444722317
55537.1,383238,2008,20156293,17650.4373371902
55537.2,383238,2008,20156294,9238.15195115537
55538,655315,2014,20156295,2343.85123997819
55538.1,655315,2014,20156296,13210.8515363905
55538.2,655315,2014,20156297,1935.76106790635
55539,383026,2011,20156298,871.938905729773
55540,972641,2014,20156299,7694.72293899091
55540.1,972641,2014,20156300,8141.68301478491
55541,627886,2009,20156301,176.907290236705
55543,367359,2014,20156302,384.696732849714
55543.1,367359,2014,20156303,2351.77982189856
55543.2,367359,2014,20156304,4822.26928161337
55544,869033,2013,20156305,193.02224632047
55545,342591,2010,20156306,1549.6475944509
55545.1,342591,2010,20156307,1701.85250919396
55551,305367,2011,20156308,5677.58065369928
55551.1,305367,2011,20156309,3441.92615363909
55552,195400,2014,20156310,1256.78344341304
55553,747219,2008,20156311,1913.67378778515
55555,567849,2017,20156312,41186.3190762807
55555.1,567849,2017,20156313,54865.87900363
55555.2,567849,2017,20156314,117479.046558734
55555.3,567849,2017,20156315,47392.8150000714
55558,577808,2010,20156316,1001.72208660402
55559,121199,2011,20156317,39.0775487938865
55561,73493,2014,20156318,2431.75477735919
55562,806248,2010,20156319,22279.2956799996
55562.1,806248,2010,20156320,27765.4955108517
55562.2,806248,2010,20156321,3529.19397790329
55564,628336,2008,20156322,570.006342447014
55567,995946,2008,20156323,207.184754936643
55568,849904,2011,20156324,92.8188354565525
55569,148774,2015,20156325,24592.7808602521
55569.1,148774,2015,20156326,2026.33375729128
55570,400018,2012,20156327,606.587367699577
55573,301538,2014,20156328,4380.0576321962
55574,495678,2011,20156329,214.797380072401
55577,499338,2010,20156330,161.837642956222
55582,334837,2009,20156331,15.230678656763
55583,94972,2014,20156332,4602.79294226224
55584,976077,2015,20156333,9072.8094603482
55586,390331,2016,20156334,179.621845037357
55591,136709,2010,20156335,6445.00430535718
55591.1,136709,2010,20156336,14781.5493328487
55591.2,136709,2010,20156337,748.478716419022
55593,322696,2014,20156338,1909.12330818651
55594,654356,2015,20156339,3345.81140054579
55595,598791,2011,20156340,18.7687342700112
55596,803766,2017,20156341,358.439481932487
55599,760008,2012,20156342,1199.61692763975
55599.1,760008,2012,20156343,8222.43730639939
55600,855865,2009,20156344,166.024566685222
55601,179479,2010,20156345,34.7575668793694
55602,272412,2009,20156346,810.730808980645
55603,719993,2013,20156347,6700.68555276457
55604,630484,2009,20156348,709.641106517796
55605,667920,2008,20156349,2279.20190100059
55605.1,667920,2008,20156350,1190.40595476096
55606,282842,2013,20156351,235.078214221337
55607,386794,2012,20156352,1880.2308480893
55610,232309,2015,20156353,101824.276351285
55610.1,232309,2015,20156354,17204.8802491141
55610.2,232309,2015,20156355,1984.73027892986
55610.3,232309,2015,20156356,8407.64379637168
55612,848627,2014,20156357,25.395277763507
55613,396852,2011,20156358,4007.41835616412
55613.1,396852,2011,20156359,3875.58360659698
55614,136362,2012,20156360,1127.49091928841
55615,354398,2008,20156361,21.2105873324482
55616,798966,2012,20156362,3701.75565748992
55619,488451,2016,20156363,27241.637711382
55619.1,488451,2016,20156364,465.054451828331
55619.2,488451,2016,20156365,1367.50672406682
55621,515623,2017,20156366,1097.26407622139
55622,204651,2013,20156367,6335.56415682895
55622.1,204651,2013,20156368,2497.1850824439
55623,33908,2017,20156369,462.493323058087
55626,775193,2008,20156370,553.703922555089
55626.1,775193,2008,20156371,5852.13622844051
55626.2,775193,2008,20156372,5321.89410318944
55629,658917,2013,20156373,9087.80466764637
55629.1,658917,2013,20156374,601.72635578759
55629.2,658917,2013,20156375,6781.69980334893
55630,575205,2013,20156376,7015.1688179821
55633,789663,2012,20156377,38767.8535299524
55633.1,789663,2012,20156378,13299.6400392511
55634,854358,2017,20156379,21268.8411343798
55634.1,854358,2017,20156380,9926.76370555379
55635,851983,2012,20156381,17752.3231339731
55635.1,851983,2012,20156382,12059.9217896448
55638,537240,2016,20156383,297.63086084023
55639,262973,2011,20156384,358.975962339523
55640,180696,2013,20156385,2213.79798543741
55644,805020,2010,20156386,2773.61657533982
55644.1,805020,2010,20156387,1823.13155157807
55647,871251,2013,20156388,3914.0322318613
55648,407869,2016,20156389,156.925704256304
55650,326613,2017,20156390,1805.23366332215
55655,926972,2016,20156391,1345.25952668493
55655.1,926972,2016,20156392,297.44747803043
55656,354884,2014,20156393,772.057365832506
55657,513502,2014,20156394,935.753682879068
55657.1,513502,2014,20156395,1881.91607927411
55658,521441,2017,20156396,224.394750467945
55660,24806,2015,20156397,18.0254569789545
55666,271905,2009,20156398,16253.2534148121
55666.1,271905,2009,20156399,5622.734280972
55667,613860,2015,20156400,7427.47400557728
55669,870321,2016,20156401,957.267968222204
55670,190363,2008,20156402,361.619861195979
55670.1,190363,2008,20156403,2557.84662123563
55671,780233,2008,20156404,189.291271808055
55673,154044,2014,20156405,14929.1313774693
55674,121562,2016,20156406,2689.08052330575
55674.1,121562,2016,20156407,5387.68776840063
55674.2,121562,2016,20156408,7146.92557018768
55674.3,121562,2016,20156409,797.82709649526
55674.4,121562,2016,20156410,11652.2611560674
55677,440103,2010,20156411,536.036562755667
55681,950026,2012,20156412,14.915499795548
55684,908955,2008,20156413,681.067819494688
55685,924382,2012,20156414,9493.57994486849
55685.1,924382,2012,20156415,52152.5520984024
55686,802795,2012,20156416,1212.94265488956
55686.1,802795,2012,20156417,2301.57238439465
55687,718638,2014,20156418,93.0747859701045
55694,496221,2009,20156419,90.6610192104832
55700,963633,2014,20156420,3330.40951932539
55701,235123,2008,20156421,211.258675311168
55702,948161,2010,20156422,3113.55014299197
55702.1,948161,2010,20156423,2009.59777395174
55702.2,948161,2010,20156424,268.787358197077
55703,223528,2015,20156425,516.523068265917
55707,594754,2012,20156426,196.980284785327
55708,87243,2017,20156427,653.822787609409
55710,226402,2008,20156428,2358.00599138567
55711,811299,2008,20156429,12051.6568157712
55713,54455,2017,20156430,1074.56459604553
55715,108378,2010,20156431,4221.17571337304
55715.1,108378,2010,20156432,7082.59118228264
55717,770584,2016,20156433,73.9894747257999
55717.1,770584,2016,20156434,6313.76657859218
55718,395619,2008,20156435,486.362723854415
55724,213771,2016,20156436,2019.92326764125
55729,574870,2010,20156437,6162.78317812557
55731,23099,2011,20156438,254.099340552277
55732,730719,2010,20156439,478.87145025551
55732.1,730719,2010,20156440,43210.5327864508
55735,970176,2012,20156441,555.680232774022
55737,665353,2013,20156442,900.257705124864
55737.1,665353,2013,20156443,911.192765499503
55738,370345,2017,20156444,1237.8207320667
55739,515226,2010,20156445,1563.12754932575
55739.1,515226,2010,20156446,14667.6632138801
55740,81890,2012,20156447,52941.5144738296
55740.1,81890,2012,20156448,2340.25050985993
55741,865704,2011,20156449,7067.23872717344
55741.1,865704,2011,20156450,76.3670052918458
55744,97671,2017,20156451,39769.4116910751
55744.1,97671,2017,20156452,7484.36587787755
55745,709211,2009,20156453,2896.32708601014
55746,43679,2013,20156454,1759.84969364329
55747,662862,2009,20156455,23646.7647565986
55747.1,662862,2009,20156456,2895.4257675378
55747.2,662862,2009,20156457,12296.4400322022
55749,633874,2016,20156458,1475.26949410067
55752,989732,2012,20156459,5670.15135445166
55753,425344,2017,20156460,573.760527664474
55760,860210,2015,20156461,3275.5499577992
55760.1,860210,2015,20156462,17008.7847777021
55765,561535,2016,20156463,3716.65754222608
55765.1,561535,2016,20156464,2288.66294671403
55769,939589,2009,20156465,664.184255856121
55769.1,939589,2009,20156466,33477.3011311354
55769.2,939589,2009,20156467,21562.9436365409
55770,84982,2011,20156468,2436.22146897385
55773,142596,2010,20156469,731.799939593131
55775,931145,2014,20156470,478.497844297465
55777,254406,2015,20156471,3936.32321836548
55778,871910,2008,20156472,546.230771897371
55779,875524,2013,20156473,239.056142543234
55781,943096,2014,20156474,2807.55402018238
55781.1,943096,2014,20156475,1030.69937783306
55783,433153,2016,20156476,750.37854816277
55783.1,433153,2016,20156477,10902.1116065381
55783.2,433153,2016,20156478,2023.74297836767
55790,801010,2017,20156479,534.344305368438
55792,89573,2008,20156480,958.883024735101
55794,125359,2017,20156481,185.799716519668
55795,553787,2010,20156482,137.379834613065
55797,987051,2014,20156483,127.974895143265
55798,515403,2013,20156484,226.544720023186
55802,146242,2014,20156485,25750.4678100235
55802.1,146242,2014,20156486,7157.82343737585
55807,666800,2016,20156487,4417.82060748052
55807.1,666800,2016,20156488,328.923633628152
55807.2,666800,2016,20156489,4711.71050177569
55808,726582,2017,20156490,1067.30361455901
55813,207948,2012,20156491,203.573461880363
55814,919207,2009,20156492,11.2778473420641
55815,469457,2013,20156493,5319.069936249
55817,360184,2014,20156494,30902.2134350061
55817.1,360184,2014,20156495,10856.4842961435
55818,416915,2014,20156496,1159.31486256444
55819,259066,2012,20156497,217.887761935517
55821,693592,2008,20156498,79.895898542864
55823,225742,2010,20156499,36.3399761929551
55824,837240,2010,20156500,978.834706045598
55825,758534,2017,20156501,1120.72245033926
55825.1,758534,2017,20156502,468.186501076765
55831,449217,2015,20156503,99.4709377705655
55834,649916,2009,20156504,303.344440478225
55835,895062,2016,20156505,35627.6892540407
55835.1,895062,2016,20156506,19832.624757758
55835.2,895062,2016,20156507,10958.8990790996
55837,663956,2009,20156508,159.903203461861
55842,741355,2011,20156509,357.373265334464
55845,390625,2009,20156510,7074.04799311881
55845.1,390625,2009,20156511,9853.07846501072
55846,244843,2010,20156512,3528.50761748302
55846.1,244843,2010,20156513,676.880441054479
55852,94098,2015,20156514,6333.5934596884
55854,836342,2014,20156515,28683.6439402439
55854.1,836342,2014,20156516,109773.70649317
55854.2,836342,2014,20156517,235.51022441448
55854.3,836342,2014,20156518,12079.3635431141
55856,182813,2015,20156519,1435.49490187176
55858,915222,2009,20156520,374.596861075263
55860,577478,2017,20156521,1130.04702111149
55860.1,577478,2017,20156522,3831.72361150831
55863,307929,2010,20156523,153.449973470077
55866,180810,2012,20156524,2347.61240071282
55867,289494,2008,20156525,6834.5876006893
55867.1,289494,2008,20156526,2635.56443197452
55868,648579,2012,20156527,525.890651998039
55870,815738,2017,20156528,215.321614404701
55871,367799,2012,20156529,29920.804865451
55871.1,367799,2012,20156530,5253.57220922105
55874,183984,2012,20156531,45.7956768070314
55875,607881,2016,20156532,703.324045475601
55875.1,607881,2016,20156533,113.356870475948
55876,892678,2015,20156534,5745.9656985538
55879,552605,2016,20156535,3002.41117460836
55879.1,552605,2016,20156536,2271.24238163837
55881,753747,2017,20156537,53.4094308767107
55881.1,753747,2017,20156538,8675.96711734466
55884,59845,2008,20156539,24.3599922714842
55885,168439,2015,20156540,6470.41956890973
55885.1,168439,2015,20156541,84300.4582857016
55887,324091,2015,20156542,94.5519620959295
55890,743951,2011,20156543,7472.50879149186
55890.1,743951,2011,20156544,5081.91101312729
55890.2,743951,2011,20156545,31.2362316924373
55892,225551,2008,20156546,7927.70808576172
55892.1,225551,2008,20156547,9653.22124148341
55892.2,225551,2008,20156548,11387.6226681283
55893,788288,2010,20156549,668.207597034409
55894,404884,2010,20156550,16998.4619283061
55894.1,404884,2010,20156551,1213.70901653775
55906,173968,2008,20156552,4297.90637529048
55909,401238,2017,20156553,337.800091426919
55910,179768,2010,20156554,23410.063271058
55910.1,179768,2010,20156555,2261.58126493895
55913,613061,2013,20156556,965.188932920016
55913.1,613061,2013,20156557,312.774866262318
55917,238296,2015,20156558,9177.24371502369
55917.1,238296,2015,20156559,2902.54969348296
55917.2,238296,2015,20156560,9639.62655121581
55919,813739,2017,20156561,13.051993181273
55920,615202,2014,20156562,765.409187667585
55922,339047,2015,20156563,221.708541989709
55925,999482,2014,20156564,734.597000099833
55928,370883,2012,20156565,4827.87172786021
55928.1,370883,2012,20156566,1050.84294387122
55930,654149,2011,20156567,541.661113170606
55930.1,654149,2011,20156568,296.83812551093
55932,225958,2010,20156569,444.569628404548
55933,153437,2016,20156570,362.338604610978
55934,848243,2009,20156571,1071.53510769629
55940,238946,2009,20156572,2762.19519318109
55940.1,238946,2009,20156573,8613.46905663626
55945,997062,2012,20156574,6024.68346428018
55947,706773,2015,20156575,5784.58496060807
55956,807234,2009,20156576,16584.2471674581
55956.1,807234,2009,20156577,11410.9996425304
55960,925996,2013,20156578,1915.11861777177
55961,492666,2011,20156579,383.931324343544
55964,832132,2017,20156580,9958.34384986156
55964.1,832132,2017,20156581,5993.33112683626
55966,603329,2016,20156582,5757.97748908515
55967,869577,2012,20156583,1087.65484435288
55967.1,869577,2012,20156584,2794.75013030741
55967.2,869577,2012,20156585,4971.27945581936
55967.3,869577,2012,20156586,10432.9365400679
55969,156270,2015,20156587,986.881641820533
55970,610002,2011,20156588,707.394812202601
55970.1,610002,2011,20156589,330.243899584673
55973,495128,2017,20156590,17840.5050658633
55973.1,495128,2017,20156591,12625.4937072453
55975,95048,2011,20156592,2660.5890179088
55980,495666,2017,20156593,465.740425366167
55982,537245,2013,20156594,208.722539707595
55985,758739,2012,20156595,2224.4058372359
55985.1,758739,2012,20156596,99264.9705104287
55985.2,758739,2012,20156597,26304.7566380646
55986,695067,2015,20156598,372.176753134537
55987,973594,2009,20156599,218.228010828889
55990,365755,2011,20156600,54.2251989826205
55991,290279,2015,20156601,1937.6726486882
55995,909994,2013,20156602,1332.1494160934
55995.1,909994,2013,20156603,1077.25182235603
55999,56419,2016,20156604,487.965007793598
56000,602578,2011,20156605,429.589754083185
56000.1,602578,2011,20156606,237.729114615976
56002,176794,2009,20156607,14164.9637512544
56002.1,176794,2009,20156608,3371.91877802683
56004,677233,2008,20156609,633.265536287886
56010,309638,2017,20156610,3371.91748953389
56013,513073,2015,20156611,5401.58774036651
56014,315998,2016,20156612,2288.26358022112
56017,932358,2017,20156613,1053.29723624747
56018,630718,2011,20156614,3754.98391030833
56018.1,630718,2011,20156615,4128.09457509388
56020,242285,2014,20156616,1770.40368510365
56021,499447,2016,20156617,220.120414933513
56024,904439,2014,20156618,7550.57326002671
56027,910910,2012,20156619,489.94827283234
56032,865485,2009,20156620,3725.25767702575
56032.1,865485,2009,20156621,3790.38397369582
56033,187465,2008,20156622,83.7961636004527
56036,406825,2014,20156623,652.268198591076
56037,485131,2013,20156624,208.853693481459
56038,572662,2012,20156625,548.737196386395
56039,532244,2013,20156626,647.061009626012
